6.49,-1.01
6.49,-0.982
6.49,-0.956
6.49,-0.93
6.5,-0.905
6.49,-0.88
6.49,-0.854
6.49,-0.829
6.49,-0.803
6.5,-0.778
6.5,-0.753
6.49,-0.701
6.49,-0.676
6.48,-0.65
6.49,-0.626
6.49,-0.6
6.48,-0.574
6.48,-0.549
6.48,-0.524
6.48,-0.499
6.49,-0.474
6.49,-0.449
6.48,-0.424
6.49,-0.399
6.48,-0.374
6.48,-0.349
6.48,-0.324
6.48,-0.299
6.48,-0.274
6.47,-0.249
6.48,-0.224
6.49,-0.199
6.48,-0.149
6.47,-0.124
6.47,-0.0994
6.47,-0.0745
6.47,-0.0497
6.48,-0.0249
6.47,0
6.47,0.0248
6.47,0.0497
6.47,0.0745
6.47,0.0993
6.47,0.124
6.47,0.149
6.47,0.174
6.47,0.199
6.47,0.223
6.46,0.248
6.46,0.273
6.46,0.298
6.46,0.323
6.46,0.372
6.46,0.397
6.45,0.422
6.45,0.446
6.45,0.471
6.46,0.497
6.46,0.522
6.46,0.547
6.46,0.571
6.46,0.597
6.45,0.621
6.45,0.646
6.44,0.67
6.45,0.696
6.45,0.722
6.46,0.747
6.46,0.773
6.45,0.797
6.45,0.823
6.45,0.847
4.69,0.619
4.69,0.637
4.69,0.654
4.7,0.673
4.72,0.694
6.43,1.02
6.42,1.05
4.66,0.737
4.66,0.754
4.65,0.77
4.65,0.787
4.65,0.804
4.64,0.821
4.63,0.837
3.43,0.588
3.43,0.6
3.43,0.611
3.41,0.619
3.4,0.628
3.38,0.637
3.38,0.648
3.37,0.671
3.39,0.688
3.42,0.707
3.42,0.719
3.41,0.73
3.41,0.742
3.41,0.753
3.41,0.766
3.42,0.781
3.42,0.796
3.42,0.808
3.42,0.82
3.42,0.832
3.41,0.843
3.42,0.857
3.42,0.869
3.41,0.881
3.41,0.893
3.4,0.904
3.4,0.915
3.4,0.939
3.4,0.953
3.39,0.964
3.39,0.975
3.38,0.987
3.38,0.998
3.38,1.01
3.37,1.02
3.37,1.03
3.36,1.04
3.36,1.05
3.36,1.07
3.35,1.08
3.35,1.09
3.34,1.1
3.35,1.12
3.34,1.13
3.35,1.14
3.42,1.19
3.42,1.2
3.41,1.22
3.38,1.23
3.36,1.23
3.05,1.09
2.65,0.914
2.59,0.895
2.56,0.889
2.55,0.89
2.54,0.896
2.53,0.902
2.53,0.909
2.52,0.916
2.52,0.924
2.51,0.931
2.51,0.939
2.51,0.947
2.5,0.955
2.5,0.966
2.51,0.977
2.53,1
2.53,1.01
3.06,1.34
3.05,1.35
2.66,1.13
2.6,1.1
2.59,1.11
2.58,1.11
2.57,1.12
2.56,1.12
2.55,1.13
2.54,1.13
2.54,1.14
2.53,1.15
2.53,1.16
2.53,1.17
2.54,1.18
2.53,1.19
2.53,1.21
2.57,1.24
2.68,1.33
2.67,1.34
2.65,1.34
2.62,1.34
2.6,1.34
2.6,1.35
2.59,1.35
2.59,1.36
2.59,1.37
2.59,1.39
2.59,1.4
2.58,1.41
2.58,1.42
2.57,1.42
2.47,1.36
2.44,1.35
2.42,1.34
2.42,1.35
2.4,1.35
2.39,1.35
2.38,1.36
2.38,1.36
2.36,1.38
2.34,1.37
2.3,1.35
2.28,1.34
2.27,1.34
2.26,1.34
2.24,1.34
2.23,1.34
2.22,1.34
2.2,1.34
2.19,1.34
2.18,1.34
2.17,1.35
2.17,1.35
2.15,1.35
2.14,1.35
2.14,1.36
2.12,1.36
2.1,1.35
2.09,1.34
2.08,1.35
1.99,1.27
1.79,1.08
1.49,0.757
1.47,0.746
1.47,0.749
1.46,0.752
1.46,0.757
1.46,0.759
1.45,0.762
1.45,0.765
1.45,0.768
1.44,0.771
1.44,0.774
1.44,0.777
1.44,0.781
1.43,0.783
1.44,0.801
1.66,1.07
1.8,1.26
1.83,1.31
1.82,1.32
1.82,1.33
1.82,1.34
1.82,1.36
1.82,1.37
1.82,1.37
1.81,1.38
1.81,1.39
1.81,1.41
1.82,1.43
1.82,1.44
1.81,1.45
1.81,1.46
1.81,1.46
1.81,1.48
1.81,1.49
1.81,1.51
1.81,1.53
1.81,1.55
1.81,1.56
1.81,1.59
1.82,1.61
1.81,1.61
1.8,1.62
1.78,1.61
1.69,1.47
1.59,1.33
1.58,1.33
1.58,1.33
1.57,1.33
1.57,1.34
1.56,1.34
1.56,1.34
1.55,1.35
1.54,1.34
1.53,1.34
1.52,1.34
1.52,1.34
1.51,1.34
1.5,1.34
1.49,1.34
1.48,1.34
1.47,1.34
1.46,1.34
1.46,1.34
1.45,1.35
1.45,1.35
1.44,1.34
1.43,1.34
1.42,1.35
1.42,1.35
1.41,1.35
1.4,1.35
1.4,1.35
1.39,1.35
1.38,1.35
1.37,1.35
1.36,1.34
1.36,1.35
1.35,1.34
1.34,1.35
1.33,1.34
1.32,1.34
1.31,1.34
1.31,1.34
1.3,1.34
1.3,1.35
1.29,1.35
1.28,1.34
1.27,1.34
1.27,1.34
1.26,1.34
1.25,1.34
1.25,1.34
1.24,1.34
1.23,1.33
1.22,1.32
1.22,1.32
1.21,1.32
1.21,1.35
1.21,1.36
1.21,1.4
1.21,1.42
1.2,1.43
1.21,1.49
1.33,1.94
1.33,1.95
1.32,1.95
1.31,1.95
1.24,1.71
1.23,1.72
1.22,1.68
1.21,1.68
1.2,1.68
1.19,1.68
1.21,1.77
1.25,1.99
1.3,2.24
1.29,2.25
1.28,2.27
1.27,2.27
1.26,2.28
1.24,2.28
1.23,2.28
1.22,2.28
1.21,2.29
1.2,2.29
1.19,2.29
1.19,2.3
1.17,2.3
1.16,2.3
1.16,2.31
1.15,2.31
1.13,2.31
1.12,2.31
1.11,2.3
1.1,2.3
1.09,2.3
1.08,2.31
1.07,2.3
1.06,2.3
1.05,2.31
1.03,2.31
1.02,2.32
1.01,2.32
1,2.32
0.993,2.32
0.983,2.32
0.971,2.3
0.961,2.3
0.947,2.25
0.874,1.35
0.867,1.33
0.861,1.33
0.855,1.33
0.85,1.33
0.844,1.33
0.838,1.33
0.832,1.33
0.826,1.33
0.821,1.33
0.815,1.33
0.803,1.34
0.797,1.33
0.792,1.33
0.786,1.33
0.78,1.33
0.774,1.33
0.768,1.34
0.762,1.35
0.755,1.43
0.668,5.13
0.646,5.13
0.623,5.13
0.601,5.13
0.578,5.13
0.556,5.14
0.533,5.14
0.511,5.14
0.488,5.14
0.466,5.14
0.443,5.14
0.421,5.13
0.376,5.13
0.354,5.13
0.331,5.13
0.308,5.14
0.285,5.14
0.263,5.13
0.241,5.13
0.219,5.12
0.197,5.12
0.174,5.12
0.151,5.12
0.128,5.12
0.106,5.12
0.0839,5.11
0.0616,5.11
0.0384,5.11
0.0145,5.12
-0.0083,5.12
-0.0306,5.12
-0.053,5.11
-0.0991,5.12
-0.121,5.11
-0.144,5.11
-0.166,5.11
-0.19,5.11
-0.213,5.11
-0.236,5.11
-0.258,5.1
0.509,1.3
0.505,1.29
0.5,1.29
0.496,1.28
0.491,1.28
0.486,1.28
0.48,1.28
0.474,1.27
0.469,1.27
0.463,1.27
0.45,1.3
-0.54,5.1
-0.589,5.11
-0.612,5.11
-0.636,5.11
-0.659,5.1
-0.682,5.1
-0.705,5.1
-0.727,5.09
0.139,2.13
0.131,2.12
0.122,2.12
0.111,2.12
-0.853,5.1
-0.876,5.1
-0.898,5.09
-0.92,5.08
-0.948,5.09
-0.974,5.09
-0.996,5.09
0.421,1.01
0.422,0.996
0.423,0.98
0.423,0.954
0.421,0.947
0.418,0.942
0.418,0.932
0.415,0.926
0.411,0.924
0.407,0.923
0.402,0.925
0.395,0.929
0.391,0.929
0.377,0.95
0.34,1.02
0.335,1.02
0.33,1.02
0.325,1.02
0.312,1.04
0.202,1.27
0.169,1.33
0.159,1.33
0.153,1.33
0.142,1.32
0.13,1.33
0.119,1.34
0.113,1.34
0.107,1.34
0.101,1.33
-1.7,4.82
-1.72,4.81
-1.75,4.81
-1.77,4.8
-1.79,4.78
-1.8,4.74
-1.82,4.73
-1.85,4.74
-1.87,4.73
-1.86,4.67
-1.7,4.33
-1.7,4.29
-1.71,4.27
-1.73,4.26
-0.62,2.33
-0.567,2.22
-0.367,1.87
-0.375,1.87
-0.383,1.86
-0.406,1.88
-0.556,2.1
-0.581,2.12
-0.59,2.11
-0.6,2.1
0.068,1.08
0.0633,1.07
0.0676,1.06
0.0675,1.05
0.0726,1.03
0.0732,1.02
0.0739,1.01
0.0695,1.01
0.0657,1
0.0614,0.998
0.0606,0.99
0.0519,0.984
0.0435,0.986
-1.76,3.37
-1.79,3.38
-1.8,3.37
-1.82,3.36
-1.84,3.36
-1.87,3.36
-1.88,3.34
-1.89,3.33
0.612,0.207
0.611,0.207
0.61,0.206
0.598,0.219
0.595,0.221
0.594,0.22
0.594,0.217
0.593,0.217
0.596,0.211
0.595,0.211
0.595,0.207
0.594,0.207
0.594,0.204
0.594,0.203
0.594,0.201
0.594,0.2
0.596,0.196
0.6,0.189
0.616,0.171
0.618,0.168
0.639,0.145
0.642,0.141
0.641,0.14
