0.727,-0.053
0.726,-0.0547
0.718,-0.0635
0.718,-0.0638
0.713,-0.0698
0.713,-0.0701
0.713,-0.0704
0.702,-0.083
0.682,-0.105
0.671,-0.117
0.669,-0.122
0.65,-0.143
0.64,-0.155
0.637,-0.16
0.634,-0.166
0.63,-0.171
0.63,-0.172
0.628,-0.177
0.622,-0.186
0.622,-0.186
0.623,-0.187
0.617,-0.198
0.615,-0.202
0.603,-0.218
0.601,-0.223
0.598,-0.229
-0.321,-1.4
-0.315,-1.4
-0.309,-1.41
-0.303,-1.41
-0.297,-1.42
-0.341,-1.49
-0.338,-1.5
-0.34,-1.51
-0.342,-1.53
-0.344,-1.55
-0.339,-1.55
-0.34,-1.57
-0.338,-1.58
-0.334,-1.59
-0.335,-1.61
-0.341,-1.65
-0.342,-1.66
-0.342,-1.68
-0.335,-1.69
-0.331,-1.69
-0.332,-1.71
-0.335,-1.73
-0.335,-1.75
-0.334,-1.77
-0.332,-1.78
-0.331,-1.8
-0.324,-1.8
-0.328,-1.83
-0.323,-1.84
-0.33,-1.87
-0.327,-1.88
-0.326,-1.9
-0.318,-1.9
-0.313,-1.91
-0.319,-1.94
-0.323,-1.99
-0.326,-2.02
-0.319,-2.02
-0.311,-2.03
-0.303,-2.04
-0.294,-2.04
-0.284,-2.04
-0.274,-2.05
-0.26,-2.04
-0.251,-2.04
-0.241,-2.05
-0.226,-2.04
-0.216,-2.04
-0.206,-2.04
-0.193,-2.04
-0.184,-2.04
-0.174,-2.05
-0.164,-2.05
-0.154,-2.05
-0.143,-2.05
-0.129,-2.04
-0.109,-2.04
-0.0975,-2.04
-0.0886,-2.05
-0.0789,-2.05
-0.068,-2.05
-0.0549,-2.04
-0.0426,-2.04
-0.033,-2.04
-0.0241,-2.04
-0.0134,-2.04
-0.00447,-2.04
0.00658,-2.04
0.0183,-2.04
0.0272,-2.04
0.0361,-2.04
0.0464,-2.04
0.0553,-2.05
0.0695,-2.03
0.0797,-2.03
0.1,-2
0.337,-1.34
0.366,-1.28
0.372,-1.27
0.379,-1.27
0.386,-1.27
0.392,-1.27
0.399,-1.27
0.405,-1.27
0.41,-1.27
0.416,-1.27
0.422,-1.27
0.427,-1.27
0.433,-1.27
0.439,-1.27
0.445,-1.27
0.452,-1.27
0.457,-1.27
0.463,-1.27
0.47,-1.27
0.476,-1.27
0.488,-1.27
0.494,-1.27
0.499,-1.27
0.505,-1.27
0.51,-1.27
0.516,-1.27
0.521,-1.27
0.527,-1.27
0.535,-1.26
0.541,-1.26
0.546,-1.26
0.552,-1.26
0.557,-1.26
0.563,-1.26
0.568,-1.26
0.574,-1.27
0.58,-1.26
0.585,-1.27
0.591,-1.27
0.596,-1.27
0.602,-1.27
0.614,-1.26
0.62,-1.26
0.625,-1.26
0.631,-1.26
0.636,-1.26
0.642,-1.26
0.647,-1.26
0.653,-1.26
0.658,-1.27
0.664,-1.27
0.67,-1.26
0.675,-1.26
0.681,-1.26
0.686,-1.26
0.692,-1.26
0.697,-1.26
0.703,-1.26
0.708,-1.26
0.714,-1.26
0.72,-1.26
0.73,-1.26
0.736,-1.26
0.741,-1.26
0.747,-1.26
0.752,-1.27
0.758,-1.27
0.763,-1.28
0.769,-1.3
0.774,-1.34
0.78,-1.72
0.787,-1.71
0.795,-1.71
0.8,-1.51
0.805,-1.45
0.811,-1.44
0.818,-1.44
0.824,-1.44
0.83,-1.44
0.836,-1.43
0.842,-1.43
0.855,-1.43
0.861,-1.43
0.867,-1.43
0.874,-1.43
0.88,-1.43
0.886,-1.43
0.892,-1.42
0.898,-1.42
0.904,-1.42
0.91,-1.42
0.917,-1.42
0.923,-1.42
0.929,-1.42
0.936,-1.42
0.942,-1.43
0.949,-1.43
0.955,-1.42
0.96,-1.42
0.966,-1.41
0.972,-1.41
0.979,-1.41
0.992,-1.42
0.998,-1.42
1,-1.41
1.01,-1.41
1.02,-1.41
1.02,-1.42
1.03,-1.42
1.04,-1.42
1.04,-1.41
1.05,-1.41
1.05,-1.41
1.06,-1.41
1.07,-1.41
1.07,-1.41
1.08,-1.42
1.09,-1.42
1.09,-1.42
1.1,-1.41
1.11,-1.41
1.11,-1.41
1.13,-1.41
1.13,-1.41
1.14,-1.41
1.14,-1.41
1.15,-1.41
1.16,-1.41
1.16,-1.41
1.17,-1.41
1.18,-1.41
1.18,-1.41
1.19,-1.41
1.2,-1.41
1.2,-1.41
1.21,-1.41
1.22,-1.41
1.22,-1.41
1.23,-1.41
1.24,-1.41
1.24,-1.41
1.25,-1.41
1.26,-1.41
1.27,-1.41
1.28,-1.41
1.29,-1.41
1.29,-1.41
1.3,-1.41
1.31,-1.41
1.31,-1.41
1.32,-1.41
1.33,-1.41
1.33,-1.41
1.34,-1.4
1.35,-1.4
1.36,-1.41
1.36,-1.41
1.37,-1.41
1.38,-1.41
1.38,-1.41
1.39,-1.4
1.4,-1.4
1.4,-1.4
1.42,-1.4
1.43,-1.41
1.44,-1.41
1.45,-1.41
1.45,-1.41
1.46,-1.41
1.47,-1.41
1.47,-1.41
1.48,-1.4
1.48,-1.39
1.49,-1.39
1.5,-1.4
1.51,-1.4
1.52,-1.4
1.52,-1.4
1.53,-1.39
1.54,-1.39
1.54,-1.39
1.55,-1.39
1.56,-1.39
1.58,-1.4
1.58,-1.39
1.59,-1.4
1.6,-1.39
1.61,-1.39
1.62,-1.39
1.62,-1.39
1.64,-1.4
1.65,-1.4
1.65,-1.4
1.66,-1.39
1.67,-1.39
1.67,-1.39
1.68,-1.39
1.69,-1.39
1.7,-1.39
1.72,-1.4
1.72,-1.4
1.73,-1.4
1.74,-1.4
1.76,-1.4
1.76,-1.39
1.77,-1.39
1.79,-1.4
1.8,-1.4
1.81,-1.4
1.82,-1.4
1.82,-1.4
1.83,-1.39
1.84,-1.39
1.85,-1.39
1.86,-1.4
1.87,-1.4
1.88,-1.4
1.89,-1.39
1.9,-1.39
1.9,-1.39
1.91,-1.39
1.92,-1.39
1.93,-1.39
1.94,-1.39
1.97,-1.39
1.98,-1.39
1.99,-1.39
2,-1.39
2,-1.38
2.02,-1.38
2.03,-1.38
2.04,-1.39
2.06,-1.4
2.07,-1.39
2.12,-1.43
2.24,-1.55
2.62,-1.94
2.63,-1.93
2.64,-1.93
2.49,-1.76
2.44,-1.69
2.44,-1.67
2.44,-1.66
2.45,-1.66
2.39,-1.57
2.34,-1.5
2.34,-1.5
2.35,-1.49
2.36,-1.49
2.37,-1.48
2.38,-1.48
2.39,-1.48
2.34,-1.42
2.35,-1.41
2.35,-1.4
2.36,-1.39
2.59,-1.51
2.6,-1.5
2.61,-1.48
2.5,-1.34
2.67,-1.47
2.68,-1.46
2.57,-1.36
2.54,-1.33
2.55,-1.32
2.56,-1.31
2.92,-1.47
2.93,-1.46
2.94,-1.46
2.98,-1.45
2.98,-1.45
3,-1.44
3.01,-1.43
3.01,-1.42
3.05,-1.43
3.08,-1.44
3.12,-1.45
3.18,-1.47
3.19,-1.46
3.2,-1.45
3.78,-1.78
3.81,-1.79
3.82,-1.77
3.84,-1.77
3.86,-1.76
3.86,-1.74
3.86,-1.73
3.87,-1.71
3.87,-1.7
3.88,-1.66
3.88,-1.65
3.88,-1.63
3.85,-1.6
3.86,-1.59
3.86,-1.57
3.87,-1.56
3.87,-1.54
3.84,-1.51
3.83,-1.49
3.83,-1.47
3.76,-1.42
3.77,-1.41
3.71,-1.37
3.42,-1.21
3.42,-1.2
3.43,-1.19
3.71,-1.31
3.83,-1.34
3.85,-1.34
3.87,-1.31
3.85,-1.29
3.85,-1.27
3.85,-1.26
3.86,-1.24
3.85,-1.23
3.86,-1.21
3.85,-1.19
3.86,-1.18
3.86,-1.17
3.87,-1.15
3.9,-1.15
3.93,-1.15
3.97,-1.15
4.02,-1.15
4.06,-1.15
4.09,-1.14
4.14,-1.14
4.18,-1.14
4.31,-1.17
4.55,-1.23
4.96,-1.32
4.97,-1.3
4.98,-1.28
4.97,-1.26
4.98,-1.24
4.98,-1.22
4.97,-1.2
4.97,-1.18
4.98,-1.16
4.98,-1.14
4.98,-1.13
4.99,-1.11
5.06,-1.11
5.13,-1.11
5.21,-1.1
6.41,-1.38
6.48,-1.37
6.49,-1.34
6.5,-1.32
6.51,-1.3
6.5,-1.24
6.51,-1.22
6.49,-1.19
6.5,-1.16
6.5,-1.14
6.51,-1.11
6.5,-1.09
6.5,-1.06
6.49,-1.03
